month,pct,items_breach,qty_breach,all_QI,percent_qty_breach
2016-07-01,97R,608,35001.0,159957.0,0.21881505654644687
2014-02-01,11J,455,26160.0,119562.0,0.2187986149445476
2015-10-01,09D,217,12540.0,57320.0,0.21877180739706908
2017-06-01,06L,251,14622.0,66843.0,0.21875140254028097
2018-07-01,15F,295,17357.0,79348.0,0.21874527398296115
2016-12-01,09D,216,12715.0,58148.0,0.2186661622067827
2018-04-01,08N,129,7772.0,35545.0,0.21865241243494163
2016-08-01,36J,239,13546.0,61959.0,0.21862844784454236
2016-07-01,05N,258,14512.0,66379.0,0.21862335979752634
2019-03-01,05V,120,6762.0,30931.0,0.2186156283340338
2017-05-01,08N,143,8432.0,38573.0,0.21859850154252974
2020-05-01,92A,708,40405.0,184866.0,0.2185637164216243
2016-06-01,05N,258,14720.0,67353.0,0.21855002746722493
2017-09-01,05N,244,13912.0,63657.0,0.21854627142340985
2014-07-01,02H,329,19171.0,87730.0,0.21852274022569246
2014-06-01,99F,151,8846.0,40483.0,0.21851147395202924
2016-10-01,97R,629,36010.0,164800.0,0.21850728155339805
2017-08-01,11M,548,31633.0,144778.0,0.218493141223114
2018-03-01,07W,137,7944.0,36359.0,0.21848785720179323
2014-09-01,11J,486,28417.0,130071.0,0.21847298782972377
2019-02-01,18C,495,28087.0,128571.0,0.2184551726283532
2017-12-01,05N,244,13892.0,63594.0,0.2184482812843979
2019-09-01,03A,98,5587.0,25576.0,0.21844698154519862
2014-03-01,13T,176,10237.0,46869.0,0.2184172907465489
2014-04-01,01D,194,10833.0,49598.0,0.2184160651639179
2016-04-01,09D,207,12244.0,56059.0,0.2184127437164416
2015-07-01,93C,698,41552.0,190247.0,0.21841080279846725
2016-09-01,10R,136,7828.0,35845.0,0.21838471195424747
2015-07-01,36J,259,14982.0,68609.0,0.21836785261408853
2016-02-01,10Q,311,18804.0,86118.0,0.21835156413293388
2018-09-01,08N,125,7407.0,33924.0,0.2183409975238769
2016-02-01,09D,210,12251.0,56114.0,0.21832341305200129
2017-07-01,08W,119,6890.0,31560.0,0.21831432192648922
2017-04-01,15C,549,31648.0,144970.0,0.2183072359798579
2017-07-01,10J,154,8956.0,41027.0,0.2182952689692154
2020-03-01,15D,185,10739.0,49203.0,0.21825904924496473
2016-01-01,97R,623,36122.0,165501.0,0.2182584999486408
2019-12-01,15D,193,11281.0,51689.0,0.2182475962003521
2018-08-01,07W,135,7837.0,35912.0,0.2182278903987525
2018-03-01,05V,130,7347.0,33668.0,0.2182190804324581
2015-09-01,05N,259,14884.0,68209.0,0.21821167294638538
2017-03-01,05N,273,15489.0,70991.0,0.21818258652505246
2016-10-01,09D,209,12152.0,55697.0,0.2181805124153904
2017-11-01,01H,146,8003.0,36683.0,0.21816645312542596
2017-08-01,15F,316,18799.0,86169.0,0.21816430502849052
2020-03-01,26A,1104,63282.0,290076.0,0.21815662102345593
2017-10-01,15D,209,12356.0,56652.0,0.21810350914354304
2018-07-01,07K,178,10049.0,46079.0,0.21808198962651099
2014-01-01,07T,107,6580.0,30174.0,0.21806853582554517
2014-10-01,93C,692,42268.0,193830.0,0.21806737863075892
2016-05-01,05D,73,4088.0,18750.0,0.21802666666666667
2019-10-01,15D,187,11204.0,51404.0,0.2179596918527741
2017-12-01,15F,310,18297.0,83972.0,0.21789405992473682
2018-07-01,15D,192,11248.0,51623.0,0.21788737578211262
2016-09-01,05R,237,13524.0,62073.0,0.21787250495384466
2017-05-01,15D,223,12816.0,58832.0,0.21784063094914333
2019-11-01,10V,124,7377.0,33866.0,0.21782909112384102
2020-05-01,02T,72,4070.0,18685.0,0.21782178217821782
2018-10-01,08Y,119,7072.0,32467.0,0.2178211722672252
2016-09-01,07K,210,12151.0,55787.0,0.21781060103608368
2015-08-01,99G,211,12068.0,55414.0,0.21777890063882774
2019-10-01,10C,60,3493.0,16040.0,0.21776807980049875
2016-11-01,99F,165,9656.0,44341.0,0.21776685234884194
2017-09-01,05V,129,7151.0,32842.0,0.21773947993423057
2016-10-01,15D,220,12914.0,59310.0,0.21773731242623504
2014-12-01,08E,104,6185.0,28406.0,0.21773568964303316
2017-01-01,10J,156,8862.0,40703.0,0.21772350932363707
2017-06-01,03A,112,6620.0,30406.0,0.2177201868052358
2018-12-01,05V,123,7038.0,32330.0,0.21769254562326013
2019-08-01,10C,66,3832.0,17604.0,0.2176778004998864
2018-07-01,06L,224,12806.0,58833.0,0.21766695562014515
2018-04-01,05R,211,11932.0,54849.0,0.21754270816240953
2014-09-01,05V,149,8319.0,38244.0,0.21752431754000628
2016-02-01,15F,343,20057.0,92210.0,0.21751436937425442
2015-12-01,99G,231,13068.0,60081.0,0.21750636640535279
2016-04-01,97R,619,35982.0,165434.0,0.21750063469419828
2015-11-01,08Y,125,7546.0,34707.0,0.2174201169792837
2015-09-01,06N,289,16729.0,76950.0,0.21740090968161144
2018-09-01,05X,87,4858.0,22347.0,0.2173893587506153
2014-11-01,05R,251,14200.0,65324.0,0.21737799277447797
2018-01-01,07W,139,8034.0,36961.0,0.21736424880279212
2015-03-01,93C,676,41303.0,190019.0,0.2173624742788879
2020-05-01,26A,1031,58162.0,267599.0,0.21734759845888812
2015-11-01,10R,134,8147.0,37492.0,0.21729969060066148
2014-07-01,01W,249,14182.0,65266.0,0.21729537584653572
2016-01-01,36J,238,13809.0,63551.0,0.21729005051061354
2015-08-01,07K,197,11320.0,52099.0,0.21727864258431065
2017-01-01,10Q,325,19465.0,89594.0,0.21725785208830947
2017-01-01,03A,111,6221.0,28636.0,0.21724402849559996
2017-07-01,05N,237,13582.0,62520.0,0.2172424824056302
2017-11-01,10L,158,8974.0,41314.0,0.2172145035581159
2017-09-01,70F,615,35991.0,165698.0,0.21720841530978044
2014-01-01,02H,347,20071.0,92429.0,0.21715046143526381
2016-12-01,15A,227,13153.0,60576.0,0.21713219756999472
2016-06-01,10K,117,6642.0,30592.0,0.21711558577405857
2017-05-01,05V,135,7672.0,35339.0,0.2170972579869266
2019-09-01,07Y,90,5466.0,25179.0,0.21708566662695103
2017-04-01,06L,236,13594.0,62622.0,0.21708025933378047
2017-01-01,15D,217,12940.0,59616.0,0.2170558239398819
2018-10-01,18C,558,32089.0,147845.0,0.21704487808177483
2019-05-01,18C,544,31058.0,143106.0,0.21702793733316564
2014-08-01,42D,267,15508.0,71463.0,0.21700740243202776
2018-09-01,09D,177,10257.0,47266.0,0.21700588160622858
2019-09-01,10Q,280,16430.0,75725.0,0.21696929679762297
2014-06-01,00V,122,7307.0,33678.0,0.2169665657105529
2016-02-01,08Y,120,7348.0,33868.0,0.21695996220621236
2015-04-01,10R,130,7554.0,34825.0,0.21691313711414215
2017-02-01,05N,235,13175.0,60739.0,0.216911704176888
2016-03-01,97R,633,36223.0,167010.0,0.2168912041195138
2018-10-01,00N,33,1803.0,8313.0,0.2168892096715987
2019-04-01,10Q,283,16948.0,78145.0,0.21687887900697422
2017-02-01,10Q,307,17924.0,82647.0,0.21687417571115708
2019-03-01,99M,142,8254.0,38061.0,0.21686240508657156
2017-08-01,15D,212,12548.0,57870.0,0.2168308277172974
2017-12-01,11M,539,30595.0,141132.0,0.2167828699373636
2018-10-01,03A,102,5813.0,26815.0,0.21678165206041394
2015-12-01,15F,380,22366.0,103187.0,0.21675211024644578
2015-06-01,08W,131,7704.0,35548.0,0.21672105322381005
2017-07-01,15D,205,11908.0,54947.0,0.21671792818534225
2014-02-01,01K,207,11830.0,54588.0,0.21671429618231114
2020-05-01,11M,436,24824.0,114548.0,0.2167126444809163
2014-09-01,00L,143,8119.0,37465.0,0.2167089283331109
2015-06-01,02A,127,7456.0,34407.0,0.2167000900979452
2018-07-01,08N,117,7161.0,33048.0,0.21668482207697895
2017-08-01,05R,221,12623.0,58257.0,0.21667782412413958
2015-06-01,42D,272,15626.0,72123.0,0.21665765428504083
2017-02-01,11M,513,29160.0,134593.0,0.2166531691841329
2016-08-01,97R,602,34886.0,161024.0,0.21665093402225755
2020-02-01,26A,1027,58513.0,270123.0,0.21661613413148825
2018-01-01,09A,118,6771.0,31262.0,0.2165888298893225
2014-03-01,02H,323,18645.0,86089.0,0.2165781923358385
2019-02-01,03A,90,5140.0,23741.0,0.21650309591002906
2016-04-01,36J,229,13590.0,62771.0,0.21650125057749597
2016-08-01,15C,590,34569.0,159678.0,0.216491940029309
2014-12-01,72Q,762,44087.0,203677.0,0.2164554662529397
2018-12-01,10J,129,7756.0,35833.0,0.2164485251025591
2016-06-01,15F,346,20508.0,94748.0,0.21644784058766411
2014-10-01,15A,217,12514.0,57821.0,0.21642655782501166
2019-07-01,10C,54,3048.0,14084.0,0.21641579096847485
2018-06-01,10R,119,6648.0,30720.0,0.21640625
2014-05-01,99C,135,7445.0,34404.0,0.21639925590047668
2014-10-01,42D,283,16214.0,74949.0,0.21633377363273693
2018-12-01,10L,141,8070.0,37308.0,0.21630749437118044
2018-08-01,01H,134,7176.0,33176.0,0.21630094043887146
2014-03-01,99E,227,13202.0,61038.0,0.21629149054687244
2015-01-01,08Y,133,7901.0,36533.0,0.21627022144362631
2014-06-01,07Y,114,6892.0,31869.0,0.21626031566726286
2014-04-01,01A,220,12197.0,56404.0,0.21624352882774273
2016-02-01,07K,205,11628.0,53775.0,0.21623430962343096
2018-06-01,05N,231,12955.0,59913.0,0.2162302004573298
2017-04-01,10L,152,8582.0,39691.0,0.2162203018316495
2016-10-01,15C,575,33556.0,155216.0,0.21618905267498195
2016-04-01,05R,234,13354.0,61775.0,0.21617159044921083
2018-11-01,15D,190,11260.0,52091.0,0.21616018122132422
2015-04-01,00L,145,8064.0,37307.0,0.21615246468491167
2018-08-01,11M,514,29262.0,135382.0,0.21614394823536365
2014-07-01,92G,725,41731.0,193089.0,0.2161231349274169
2015-08-01,07P,92,5521.0,25550.0,0.21608610567514677
2019-03-01,05X,87,4984.0,23067.0,0.2160662418173148
2014-01-01,08W,146,8572.0,39674.0,0.21606089630488481
2017-06-01,15D,205,11980.0,55450.0,0.21605049594229034
2015-05-01,99G,209,11906.0,55112.0,0.2160328059224851
2016-01-01,10K,115,6490.0,30042.0,0.21603089008721124
2017-12-01,05V,128,7349.0,34022.0,0.21600728940097583
2018-05-01,10J,128,7868.0,36425.0,0.2160054907343857
2015-02-01,02A,117,7083.0,32791.0,0.21600439144887318
2016-07-01,05R,226,13066.0,60492.0,0.21599550353765787
2018-07-01,18C,521,29572.0,136912.0,0.21599275447002453
2018-03-01,99M,149,8620.0,39909.0,0.21599138039038812
2016-08-01,07W,129,7704.0,35672.0,0.21596770576362412
2017-07-01,09A,112,6337.0,29348.0,0.21592612784516832
2016-08-01,05R,223,12896.0,59732.0,0.21589767628741713
2015-07-01,07W,133,7790.0,36087.0,0.2158672097985424
2015-10-01,06N,281,16111.0,74636.0,0.21586097861621736
2019-08-01,10L,143,8092.0,37489.0,0.21584998266158073
2017-12-01,10R,132,7685.0,35604.0,0.21584653409729243
2017-06-01,10L,155,8772.0,40643.0,0.21583052432153138
2015-01-01,16C,422,23748.0,110042.0,0.21580850947819924
2015-10-01,00N,39,2302.0,10667.0,0.2158057560701228
2016-07-01,04F,161,9186.0,42568.0,0.21579590302574703
2014-07-01,00L,144,8152.0,37777.0,0.2157926780845488
2014-04-01,15M,481,27372.0,126850.0,0.21578242018131652
2020-03-01,09D,187,10832.0,50199.0,0.2157811908603757
2016-12-01,15D,226,12979.0,60150.0,0.21577722360764756
2018-11-01,05R,212,11952.0,55398.0,0.2157478609336077
2018-02-01,10R,113,6452.0,29906.0,0.2157426603357186
2017-04-01,15D,199,11626.0,53895.0,0.21571574357547083
2015-01-01,36J,238,14467.0,67096.0,0.2156164301895791
2015-02-01,08W,125,7196.0,33379.0,0.21558464903082777
2016-08-01,05N,249,14326.0,66494.0,0.2154480103467982
2015-10-01,08W,130,7630.0,35419.0,0.21542110166859596
2018-09-01,18C,515,29468.0,136795.0,0.21541723016192113
2014-02-01,92G,634,36945.0,171515.0,0.21540390053348105
2017-08-01,07K,196,11081.0,51444.0,0.21539926910815643
2016-12-01,70F,658,38522.0,178840.0,0.21539923954372622
2018-06-01,09D,183,10621.0,49311.0,0.21538804729167935
2014-09-01,71E,945,52919.0,245696.0,0.21538405183641574
2017-05-01,05D,72,4030.0,18711.0,0.2153813264924376
2016-04-01,07W,136,8180.0,37983.0,0.21535950293552378
2014-07-01,02E,232,13045.0,60577.0,0.2153457582911006
2020-05-01,09D,167,9617.0,44665.0,0.21531400425389008
2016-08-01,15D,214,12548.0,58282.0,0.21529803369822587
2020-01-01,02T,78,4470.0,20763.0,0.21528680826470165
2014-06-01,11X,359,20207.0,93867.0,0.21527267303738268
2017-11-01,15F,313,18541.0,86132.0,0.21526262016439884
2019-03-01,00N,30,1630.0,7573.0,0.21523834675821998
2019-03-01,10X,134,7964.0,37003.0,0.21522579250331053
2015-05-01,09D,207,11912.0,55348.0,0.21522006215220063
2014-01-01,99E,235,13551.0,62966.0,0.21521138392148143
2017-04-01,99G,205,11619.0,54001.0,0.21516268217255236
2014-04-01,01K,219,12194.0,56675.0,0.21515659461843847
2016-11-01,07W,139,8110.0,37694.0,0.2151536053483313
2019-12-01,03A,104,5984.0,27814.0,0.21514345293736967
2017-10-01,05N,258,14590.0,67819.0,0.21513145283770035
2019-11-01,06L,230,12928.0,60100.0,0.215108153078203
2017-07-01,70F,579,33804.0,157164.0,0.21508742460105368
2014-11-01,07P,95,5636.0,26204.0,0.21508166692108074
2018-10-01,09A,107,6108.0,28410.0,0.2149947201689546
2014-04-01,07P,95,5681.0,26426.0,0.21497767350336788
2019-02-01,05R,194,10988.0,51114.0,0.21497045819149352
2017-10-01,05V,131,7363.0,34256.0,0.21494044838860346
2017-05-01,70F,613,36074.0,167898.0,0.2148566391499601
2015-03-01,02A,129,7535.0,35071.0,0.21484987596589775
2014-08-01,00L,135,7547.0,35129.0,0.21483674457001337
2014-01-01,92G,752,43152.0,200864.0,0.21483192607933727
2016-10-01,10L,170,9478.0,44120.0,0.21482320942883046
2014-04-01,71E,912,52376.0,243829.0,0.2148062781703571
2018-05-01,15A,196,11557.0,53803.0,0.2148021485790755
2016-04-01,02A,120,7182.0,33436.0,0.21479842086373968
2014-09-01,08C,100,5962.0,27759.0,0.21477718938002088
2014-08-01,72Q,662,39146.0,182275.0,0.2147634069400631
2014-01-01,01K,224,12500.0,58212.0,0.21473235758950043
2018-08-01,15D,188,11266.0,52473.0,0.2147008937929983
2019-06-01,10Q,271,15894.0,74029.0,0.21469964473382053
2014-12-01,99F,164,9451.0,44024.0,0.21467835725967654
2018-08-01,10Q,290,17120.0,79756.0,0.2146546968253172
2017-04-01,36J,201,11371.0,52982.0,0.2146200596428976
2014-07-01,05A,378,21496.0,100166.0,0.21460375776211488
2019-08-01,05X,93,5250.0,24470.0,0.21454842664487128
2017-09-01,10K,103,5866.0,27345.0,0.21451819345401352
2016-08-01,09D,205,11624.0,54187.0,0.2145163969217709
2014-01-01,05A,410,23228.0,108283.0,0.2145119732552663
2014-06-01,36L,757,44758.0,208664.0,0.21449794885557644
2016-03-01,00N,39,2310.0,10770.0,0.21448467966573817
2016-09-01,07W,140,8230.0,38372.0,0.21447930782862504
2016-03-01,10L,159,9160.0,42716.0,0.21443955426538067
2014-03-01,42D,272,15568.0,72599.0,0.214438215402416
2014-01-01,02E,229,13131.0,61238.0,0.21442568339919657
2014-02-01,13T,158,9414.0,43906.0,0.21441260875506765
2018-09-01,10J,128,7578.0,35345.0,0.21440090536143727
2014-01-01,42D,293,16858.0,78630.0,0.21439654076052397
2016-01-01,15F,346,20454.0,95411.0,0.21437779710934798
2017-10-01,70F,596,35429.0,165269.0,0.21437172125443973
2017-07-01,99G,194,11142.0,51979.0,0.21435579753361936
2019-11-01,08N,132,7648.0,35679.0,0.21435578351411194
2015-03-01,07P,104,6271.0,29258.0,0.2143345409802447
2014-08-01,16C,417,23276.0,108602.0,0.21432386143901586
2015-02-01,93C,632,38081.0,177684.0,0.21431867810269917
2016-11-01,70F,630,36940.0,172374.0,0.21430146077714737
2016-06-01,07W,139,8260.0,38549.0,0.21427274378064282
2015-06-01,06N,265,15340.0,71592.0,0.21426975081014638
2016-10-01,15F,321,18838.0,87921.0,0.21426052933883827
2015-10-01,08Y,131,7790.0,36364.0,0.21422285777142228
2015-06-01,07P,100,5826.0,27196.0,0.2142226798058538
2015-08-01,08Y,117,6851.0,31982.0,0.21421424551310111
2018-02-01,07K,177,9901.0,46224.0,0.21419608861197648
2015-06-01,71E,897,51044.0,238312.0,0.21418980160461915
2015-11-01,15C,583,34118.0,159306.0,0.21416644696370507
2017-08-01,05N,244,13742.0,64169.0,0.21415325157007278
2017-01-01,36J,221,12903.0,60252.0,0.21415056761601275
2016-10-01,36J,227,12979.0,60611.0,0.21413604791209517
2016-09-01,10X,150,8626.0,40285.0,0.21412436390716147
2014-10-01,72Q,738,43429.0,202837.0,0.21410787972608547
2019-12-01,10L,133,7518.0,35117.0,0.21408434661275166
2017-03-01,05D,76,4249.0,19848.0,0.2140769850866586
2016-06-01,99G,221,12520.0,58493.0,0.2140427059648163
2014-05-01,01A,216,12099.0,56531.0,0.21402416373317296
2015-07-01,00L,144,7942.0,37111.0,0.21400662876236157
2014-05-01,06A,200,11445.0,53481.0,0.21400123408313232
2015-11-01,93C,659,39654.0,185304.0,0.21399430125631394
2015-11-01,15F,335,19829.0,92687.0,0.2139350718007919
2018-09-01,05R,194,11092.0,51852.0,0.21391653166705238
2016-02-01,36J,227,13280.0,62086.0,0.21389685275263345
2019-08-01,18C,533,30256.0,141459.0,0.21388529538594223
2016-02-01,97R,601,34735.0,162410.0,0.21387229850378672
2014-10-01,08Y,129,7707.0,36043.0,0.21382792775296175
2018-06-01,01H,123,6634.0,31027.0,0.21381377509910723
2014-11-01,99F,146,8540.0,39945.0,0.2137939667042183
2014-02-01,00T,187,11014.0,51521.0,0.21377690650414394
2016-12-01,05R,238,13780.0,64464.0,0.21376272027798462
2019-10-01,10J,131,7774.0,36383.0,0.2136712200753099
2014-05-01,01G,115,6792.0,31792.0,0.2136386512330146
2015-03-01,71E,917,51732.0,242152.0,0.21363441144405168
2015-10-01,07P,94,5607.0,26246.0,0.21363255353196678
2018-04-01,15D,199,11405.0,53388.0,0.21362478459578932
2018-01-01,10L,163,9230.0,43207.0,0.21362279260305042
2017-04-01,05D,66,3701.0,17325.0,0.21362193362193363
2016-11-01,07K,201,11568.0,54153.0,0.21361697412885713
2014-12-01,11J,511,29125.0,136345.0,0.21361252704536288
2014-01-01,01W,254,14459.0,67696.0,0.21358721342472228
2020-03-01,15A,204,11895.0,55693.0,0.21358159912376778
2017-05-01,07K,196,10963.0,51344.0,0.2135205671548769
2014-10-01,08E,106,6086.0,28506.0,0.2134989125096471
2017-07-01,36J,213,12172.0,57012.0,0.2134989125096471
2017-06-01,36J,215,12291.0,57576.0,0.21347436431846603
2019-07-01,10R,116,6515.0,30526.0,0.2134246216340169
2018-05-01,08N,126,7592.0,35576.0,0.21340229368113334
2015-10-01,05V,140,7910.0,37072.0,0.21336858006042297
2016-05-01,99G,202,11493.0,53865.0,0.21336675020885548
2015-07-01,08C,96,5807.0,27217.0,0.21335929749788735
2016-08-01,70F,636,36607.0,171592.0,0.2133374516294466
2017-02-01,10R,117,6796.0,31856.0,0.21333500753390255
2019-12-01,07W,119,7126.0,33403.0,0.21333413166482051
2017-09-01,01H,140,7678.0,35996.0,0.21330147794199356
2017-01-01,70F,612,35913.0,168381.0,0.21328415913909526
2016-06-01,15A,209,12123.0,56840.0,0.2132828993666432
2018-03-01,09D,201,11693.0,54829.0,0.2132630542231301
2014-02-01,71E,884,50276.0,235758.0,0.21325257255321134
2015-03-01,07T,100,6050.0,28371.0,0.21324592012970991
2018-05-01,10Q,296,17692.0,82971.0,0.2132311289486688
2014-09-01,08W,133,7769.0,36438.0,0.21321148251825017
2015-04-01,10L,157,9062.0,42504.0,0.2132034632034632
2020-03-01,09A,89,5201.0,24395.0,0.21319942611190817
2017-03-01,15F,331,19592.0,91906.0,0.21317433029399604
2014-05-01,05A,376,21577.0,101219.0,0.21317144014463688
2018-03-01,00N,34,1803.0,8459.0,0.2131457619103913
2015-09-01,92G,672,38760.0,181855.0,0.21313683978994255
2015-12-01,08W,135,8050.0,37770.0,0.21313211543553084
2020-01-01,07W,129,7746.0,36347.0,0.213112498968278
2018-12-01,99M,143,8314.0,39015.0,0.21309752659233627
2018-05-01,06L,238,13797.0,64754.0,0.21306791858418012
2018-05-01,00N,34,1831.0,8594.0,0.21305562020013963
2016-01-01,99G,205,11716.0,54996.0,0.21303367517637647
2020-02-01,10J,118,6960.0,32673.0,0.2130199247084749
2015-10-01,00L,140,7911.0,37138.0,0.21301631751844471
2019-11-01,18C,509,28928.0,135824.0,0.212981505477677
2019-09-01,11M,457,26283.0,123411.0,0.21297129105185114
2019-07-01,09D,175,9919.0,46576.0,0.21296375815870836
2014-09-01,02A,123,7380.0,34655.0,0.21295628336459385
2018-05-01,07W,124,7328.0,34415.0,0.2129304082522156
2016-04-01,07K,218,12163.0,57122.0,0.2129302195301285
2015-05-01,05V,136,7714.0,36234.0,0.21289396699232765
2019-06-01,11M,444,25284.0,118770.0,0.2128820409194241
2015-03-01,99G,226,12731.0,59831.0,0.21278267119051997
2018-06-01,99F,143,8533.0,40106.0,0.21276118286540668
2014-03-01,15E,688,39456.0,185469.0,0.2127363602542743
2019-04-01,18C,499,28294.0,133001.0,0.21273524259216095
2018-03-01,05R,213,12252.0,57594.0,0.21273049275966247
2015-03-01,08E,103,6000.0,28205.0,0.2127282396738167
2020-05-01,18C,498,28159.0,132373.0,0.2127246492864859
2017-01-01,06N,291,16727.0,78638.0,0.2127088684859737
2018-04-01,07W,120,7056.0,33173.0,0.21270310192023634
2014-05-01,04F,175,10248.0,48183.0,0.21268912271963142
2014-03-01,07Y,122,7133.0,33538.0,0.21268411950623173
2018-05-01,10R,123,7126.0,33507.0,0.21267197898946488
2019-06-01,18C,499,28339.0,133264.0,0.21265307960139274
2017-03-01,99G,215,12377.0,58208.0,0.21263400219901044
2016-11-01,15D,223,12773.0,60072.0,0.21262817951791185
2018-05-01,05V,125,6948.0,32678.0,0.21262011138992595
2018-05-01,99F,144,8601.0,40457.0,0.2125960896754579
2015-05-01,99F,153,8800.0,41394.0,0.21259119679180558
2015-11-01,15A,197,11432.0,53779.0,0.21257368117666747
2014-03-01,11X,374,21095.0,99253.0,0.212537656292505
2015-03-01,16C,428,23969.0,112788.0,0.21251374259673014
2016-06-01,14Y,270,15486.0,72900.0,0.21242798353909464
2015-01-01,14Y,285,16245.0,76475.0,0.2124223602484472
2018-02-01,01H,121,6597.0,31058.0,0.21240904114881834
2014-02-01,02E,197,11752.0,55335.0,0.2123791452064697
2014-10-01,01K,213,11966.0,56350.0,0.2123513753327418
2017-01-01,11M,564,32084.0,151091.0,0.21234884936892337
2015-05-01,14Y,269,15345.0,72264.0,0.21234639654599802
2016-03-01,05C,217,12897.0,60736.0,0.21234523182297155
2016-07-01,36J,221,12694.0,59784.0,0.21233105847718453
2014-12-01,16C,452,25186.0,118636.0,0.21229643615765872
2016-06-01,08W,124,7209.0,33959.0,0.21228540298595364
2016-12-01,92G,695,40448.0,190556.0,0.21226306177711537
2014-12-01,00L,153,8470.0,39905.0,0.21225410349580254
2014-01-01,01D,202,11540.0,54372.0,0.2122415949385713
2016-11-01,15A,210,12200.0,57492.0,0.2122034369999304
2016-07-01,15C,576,33344.0,157147.0,0.21218349698053415
2018-12-01,08N,132,7785.0,36695.0,0.2121542444474724
2014-08-01,08C,87,5420.0,25548.0,0.21214967903554094
2016-07-01,93C,647,38894.0,183346.0,0.2121344343481723
2015-08-01,07T,87,5185.0,24443.0,0.21212617109192816
2016-06-01,05R,231,13142.0,61956.0,0.212118277487249
2017-05-01,11M,544,30980.0,146052.0,0.21211623257469941
2018-04-01,07K,176,9887.0,46619.0,0.2120809112164568
2017-11-01,05N,257,14339.0,67613.0,0.21207460103826187
2019-08-01,10J,130,7723.0,36419.0,0.21205963919931903
2016-05-01,10L,161,9188.0,43333.0,0.2120324002492327
2014-03-01,01K,211,11702.0,55199.0,0.2119965941411982
2016-03-01,15C,606,35030.0,165244.0,0.21198954273680135
2017-07-01,05V,126,7150.0,33730.0,0.2119774681292618
2017-10-01,08N,133,7750.0,36561.0,0.21197450835589837
2016-10-01,70F,623,36063.0,170129.0,0.21197444292272336
2017-07-01,15C,539,31862.0,150331.0,0.21194563995450041
2018-12-01,05X,90,4998.0,23582.0,0.2119413111695361
2018-06-01,70F,558,32498.0,153356.0,0.21191215211664363
2015-04-01,08Y,124,7365.0,34757.0,0.2118997611991829
2016-09-01,14Y,282,16028.0,75640.0,0.21189846641988366
2019-01-01,09D,192,10992.0,51874.0,0.21189806068550718
2019-03-01,36J,184,10726.0,50619.0,0.21189671862344178
2018-08-01,05R,211,11820.0,55782.0,0.21189631063784017
2014-03-01,02E,217,12371.0,58383.0,0.2118938732165185
2020-01-01,05X,84,4760.0,22465.0,0.21188515468506566
2020-03-01,10Q,275,16979.0,80139.0,0.21186937695753627
2020-03-01,18C,528,29632.0,139862.0,0.21186598218243696
2016-07-01,05C,203,12184.0,57509.0,0.2118624910883514
2015-04-01,05V,135,7602.0,35884.0,0.2118492921636384
2016-02-01,08W,131,7711.0,36400.0,0.21184065934065935
2015-09-01,05V,143,8010.0,37818.0,0.21180390290337933
2018-06-01,10Q,275,16167.0,76331.0,0.21180123409885893
2015-12-01,36J,246,14323.0,67625.0,0.2118003696857671
2016-07-01,10K,102,5946.0,28076.0,0.21178230517167687
2017-07-01,99F,155,8900.0,42032.0,0.2117434335744195
2019-09-01,10J,122,7074.0,33413.0,0.21171400353155959
2016-05-01,15C,564,32711.0,154511.0,0.21170660988538034
2018-03-01,10L,147,8366.0,39524.0,0.21166885942718347
2015-04-01,71E,891,50241.0,237361.0,0.21166493231828312
2018-09-01,06L,228,13053.0,61673.0,0.21164853339386766
2015-06-01,10L,167,9535.0,45056.0,0.21162553267045456
2020-02-01,15D,167,9613.0,45431.0,0.21159560652417952
2015-12-01,00L,145,8293.0,39197.0,0.21157231420772
2018-07-01,10J,122,7308.0,34542.0,0.21156852527358
2017-11-01,09D,195,11266.0,53251.0,0.21156410208259
2016-02-01,02A,122,7180.0,33941.0,0.21154356088506526
2016-07-01,10X,143,8013.0,37881.0,0.21153084659855864
2016-09-01,15A,206,11905.0,56281.0,0.21152786908548177
2015-10-01,15C,606,34972.0,165369.0,0.21147857216286003
2016-08-01,05C,220,12938.0,61182.0,0.21146742505965807
2015-01-01,42D,280,16110.0,76186.0,0.2114561730501667
2015-09-01,93C,659,39473.0,186710.0,0.21141342188420545
2015-03-01,01W,194,13832.0,65432.0,0.21139503606797896
2019-11-01,09D,165,9555.0,45205.0,0.21137042362570513
2014-07-01,01K,216,11974.0,56657.0,0.21134193480064245
2015-01-01,71E,926,52140.0,246749.0,0.21130784724558155
2014-09-01,99F,147,8552.0,40479.0,0.21127004125595988
2016-04-01,08E,101,5987.0,28339.0,0.21126362962701578
2014-01-01,04Y,112,6198.0,29339.0,0.21125464398922936
2014-03-01,05A,375,21165.0,100193.0,0.21124230235645206
2015-03-01,14Y,277,15826.0,74938.0,0.2111879153433505
2014-07-01,15E,687,39658.0,187794.0,0.211178205906472
2014-01-01,00T,208,12018.0,56921.0,0.21113473059152157
2014-04-01,05A,368,20974.0,99347.0,0.21111860448730208
2016-03-01,08W,122,7166.0,33944.0,0.21111242045722367
2017-06-01,15F,301,18309.0,86727.0,0.2111107267632917
2016-12-01,15F,323,19153.0,90743.0,0.2110686223730756
2015-10-01,08C,95,5982.0,28342.0,0.21106485075153483
2017-06-01,10K,107,6058.0,28703.0,0.21105807755286904
2018-05-01,97R,541,31494.0,149233.0,0.21103911333284192
