month,pct,items_breach,qty_breach,all_QI,percent_qty_breach
2015-10-01,10C,106,5959.0,18587.0,0.3206004196481412
2015-12-01,03J,165,9662.0,30210.0,0.31982787156570675
2015-07-01,05X,181,11016.0,34454.0,0.31973065536657574
2014-07-01,05X,185,11057.0,34697.0,0.3186730841283108
2017-05-01,05X,157,9093.0,28548.0,0.31851618327028164
2016-03-01,10C,113,6405.0,20242.0,0.31642130224286136
2016-06-01,10C,101,5740.0,18146.0,0.31632315661853855
2015-05-01,03J,146,8763.0,27782.0,0.31542005615146496
2014-12-01,05X,203,12137.0,38515.0,0.3151239776710373
2014-08-01,03A,179,10474.0,33251.0,0.3149980451715738
2014-07-01,08N,223,13594.0,43169.0,0.3149018971947462
2017-09-01,02T,129,7644.0,24333.0,0.31414128960670695
2015-09-01,03J,151,8790.0,28181.0,0.3119122813242965
2014-09-01,03J,151,9509.0,30565.0,0.3111074758710944
2014-04-01,10V,200,11926.0,38345.0,0.31101838570869733
2015-10-01,03J,147,8677.0,27985.0,0.31005896015722706
2016-10-01,10C,102,5664.0,18314.0,0.3092715955007098
2016-02-01,03J,140,8506.0,27553.0,0.3087141146154684
2014-06-01,03J,157,9435.0,30633.0,0.30800117520321224
2015-01-01,05X,182,10818.0,35133.0,0.3079156348731961
2015-06-01,02T,121,6974.0,22739.0,0.30669774396411453
2014-03-01,08N,202,12352.0,40353.0,0.3060986791564444
2014-08-01,03J,154,8957.0,29276.0,0.30595026642984013
2014-09-01,05X,176,10593.0,34639.0,0.30581136868847253
2017-06-01,03J,138,8429.0,27574.0,0.30568651628345545
2014-04-01,03J,167,9779.0,32029.0,0.3053170564176215
2016-03-01,05X,150,9120.0,29971.0,0.30429415101264556
2014-04-01,02T,141,8064.0,26541.0,0.3038318073923364
2014-07-01,03J,159,9456.0,31136.0,0.30369989722507706
2014-05-01,02G,107,6232.0,20554.0,0.3032013233433882
2015-02-01,05X,159,9452.0,31191.0,0.3030361322176269
2015-06-01,03J,156,9029.0,29802.0,0.30296624387624993
2014-07-01,03A,170,9978.0,32947.0,0.30285003186936593
2015-03-01,05X,173,10315.0,34090.0,0.30258140217072454
2014-01-01,03A,186,10826.0,35868.0,0.30182892829262853
2014-04-01,08N,199,12130.0,40238.0,0.301456334807893
2014-09-01,08N,219,13332.0,44235.0,0.3013903017972194
2015-07-01,03J,156,9045.0,30046.0,0.3010384077747454
2016-04-01,03J,145,8711.0,28954.0,0.30085653104925053
2016-07-01,05X,140,8252.0,27439.0,0.3007398228798426
2016-09-01,03J,143,8543.0,28448.0,0.3003023059617548
2017-07-01,10C,91,5299.0,17663.0,0.30000566155239766
2014-08-01,02T,129,7194.0,23993.0,0.29983745259033884
2014-04-01,92A,1219,72340.0,241481.0,0.2995680819608996
2014-03-01,03A,175,10170.0,33979.0,0.2993025103740546
2014-05-01,03J,153,9303.0,31096.0,0.29917031129405713
2016-07-01,03J,142,8528.0,28521.0,0.2990077486764139
2016-12-01,10V,202,12006.0,40165.0,0.29891696750902524
2014-10-01,03J,157,9143.0,30618.0,0.2986151936769221
2016-11-01,10C,90,5278.0,17675.0,0.2986138613861386
2016-01-01,10C,102,5863.0,19669.0,0.29808327825512226
2016-02-01,05X,150,8866.0,29747.0,0.2980468618684237
2014-03-01,03J,149,8822.0,29652.0,0.29751787400512614
2014-02-01,03J,145,8486.0,28547.0,0.2972641608575332
2014-05-01,92A,1271,74539.0,250759.0,0.29725353825784917
2014-01-01,92A,1320,78424.0,264194.0,0.2968424718199505
2015-09-01,05X,156,9324.0,31423.0,0.2967253285809757
2014-02-01,03A,158,9197.0,31008.0,0.29660087719298245
2014-03-01,92A,1234,72857.0,245649.0,0.29658984974496133
2014-06-01,92A,1171,68768.0,231950.0,0.29647768915714595
2016-10-01,03J,134,8114.0,27376.0,0.2963909994155465
2015-08-01,05X,150,8911.0,30127.0,0.2957811929498457
2014-11-01,03A,153,9018.0,30491.0,0.2957594044144174
2014-05-01,03A,166,9802.0,33145.0,0.29573087946899984
2017-01-01,03J,132,7981.0,26998.0,0.29561448996221945
2017-04-01,02T,114,6524.0,22072.0,0.2955781080101486
2017-08-01,03J,134,8055.0,27260.0,0.295487894350697
2015-12-01,05X,169,10143.0,34335.0,0.29541284403669726
2017-03-01,05X,155,9156.0,31033.0,0.2950407630586795
2016-08-01,05X,147,8716.0,29559.0,0.29486789133597213
2015-08-01,03J,131,7696.0,26103.0,0.29483201164617096
2014-05-01,02T,132,7604.0,25841.0,0.294261058008591
2014-01-01,03J,163,9660.0,32829.0,0.2942520332632733
2015-02-01,03J,130,7570.0,25728.0,0.29423196517412936
2017-03-01,03J,142,8433.0,28667.0,0.29417099801165103
2014-03-01,02T,128,7607.0,25924.0,0.29343465514581085
2014-02-01,92A,1158,68259.0,232832.0,0.29316846481583286
2014-06-01,02T,120,6834.0,23332.0,0.29290245156866107
2014-01-01,99M,266,15435.0,52717.0,0.2927898021511087
2014-12-01,08N,209,12932.0,44184.0,0.2926851348904581
2015-09-01,02T,116,6702.0,22907.0,0.2925743222595713
2014-02-01,10V,181,10750.0,36771.0,0.29234994968861333
2014-08-01,92A,1129,66839.0,228631.0,0.29234443273221916
2014-06-01,08N,181,11076.0,37898.0,0.29225816665787113
2014-10-01,03A,168,9735.0,33332.0,0.2920616824672987
2015-10-01,05X,151,9116.0,31222.0,0.2919736083530844
2017-01-01,10C,94,5430.0,18607.0,0.2918256570108024
2017-05-01,10C,88,5011.0,17175.0,0.2917612809315866
2014-01-01,10V,202,11884.0,40754.0,0.29160327820582027
2014-07-01,92A,1185,69908.0,239831.0,0.29148858988204196
2016-09-01,10C,95,5436.0,18683.0,0.29095969598030297
2014-01-01,08N,210,12696.0,43645.0,0.29089242754038264
2017-10-01,03J,130,7615.0,26223.0,0.29039392899363153
2015-02-01,10V,188,11097.0,38262.0,0.2900266583032774
2015-12-01,03A,161,9680.0,33392.0,0.28988979396262576
2014-01-01,02G,108,6462.0,22307.0,0.2896848522885193
2014-11-01,05X,149,8759.0,30279.0,0.2892763961821725
2014-04-01,10X,190,11075.0,38322.0,0.28899848650905485
2015-11-01,03J,139,8115.0,28081.0,0.2889854349916314
2015-04-01,05X,162,9426.0,32624.0,0.2889283962726827
2015-05-01,03A,146,8604.0,29782.0,0.288899335168894
2014-11-01,92A,1130,66480.0,230417.0,0.28852037827070054
2014-04-01,03A,165,9730.0,33732.0,0.28845013636902644
2016-04-01,10C,89,5096.0,17698.0,0.28794214035484234
2014-12-01,10V,212,12561.0,43649.0,0.28777291575981123
2016-05-01,10C,91,5152.0,17921.0,0.28748395736845045
2014-04-01,05C,327,19548.0,68054.0,0.2872424839098363
2014-10-01,92A,1225,71969.0,250572.0,0.28721884328656033
2016-05-01,05X,141,8438.0,29393.0,0.287075153948219
2014-02-01,02T,125,7179.0,25015.0,0.28698780731561063
2015-04-01,10V,200,11624.0,40505.0,0.28697691643007034
2016-11-01,10V,181,10626.0,37028.0,0.2869720211731662
2015-06-01,05X,158,9435.0,32967.0,0.28619528619528617
2014-07-01,02T,134,7658.0,26780.0,0.2859596713965646
2015-02-01,92A,1064,62223.0,217612.0,0.28593551826186053
2017-02-01,03J,119,6976.0,24426.0,0.2855973143371817
2014-09-01,09D,308,18299.0,64075.0,0.28558720249707376
2016-04-01,05X,145,8534.0,29903.0,0.2853894258101194
2014-09-01,10V,189,11246.0,39408.0,0.2853735282176208
2015-01-01,99M,256,14739.0,51661.0,0.28530225895743405
2016-06-01,02T,124,7058.0,24773.0,0.2849069551527873
2016-12-01,10C,97,5570.0,19551.0,0.28489591325251906
2014-07-01,10V,189,11086.0,38921.0,0.28483338043729606
2014-12-01,92A,1233,72478.0,254496.0,0.28479033069282034
2014-12-01,03A,167,9947.0,34972.0,0.2844275420336269
2016-02-01,03A,142,8342.0,29337.0,0.28435081978389065
2017-01-01,02T,120,6939.0,24404.0,0.28433863301098183
2014-02-01,08N,177,10992.0,38673.0,0.28422930726863704
2015-08-01,10V,181,10668.0,37545.0,0.2841390331602078
2015-06-01,03A,145,8434.0,29717.0,0.2838106134535788
2014-12-01,02T,128,7562.0,26666.0,0.2835820895522388
2014-09-01,02T,122,7030.0,24820.0,0.2832393231265109
2015-07-01,92A,1137,67124.0,237048.0,0.2831662785596166
2016-08-01,10V,180,10820.0,38212.0,0.2831571234167277
2017-02-01,05X,126,7428.0,26233.0,0.2831548050165822
2016-06-01,05X,144,8204.0,28974.0,0.2831504107130531
2015-09-01,99M,242,13966.0,49349.0,0.2830047214735861
2015-05-01,92A,1072,62326.0,220271.0,0.28295145525284765
2014-03-01,02G,98,5896.0,20838.0,0.28294462040502927
2016-12-01,03J,130,7810.0,27658.0,0.2823776122640827
2014-04-01,99M,226,13392.0,47465.0,0.2821447382281681
2014-05-01,10V,191,11133.0,39480.0,0.28199088145896656
2014-05-01,08N,191,11596.0,41136.0,0.2818942045896538
2014-08-01,10V,183,10652.0,37826.0,0.2816052450695289
2015-10-01,03A,147,8470.0,30126.0,0.28115249286330746
2014-12-01,09A,150,9938.0,35378.0,0.2809090395160834
2014-05-01,26A,1726,99681.0,354919.0,0.28085563184839357
2017-09-01,03J,131,7710.0,27471.0,0.2806596046740199
2017-11-01,02T,118,6918.0,24651.0,0.2806377023244493
2014-10-01,02T,129,7342.0,26187.0,0.280368121587047
2016-04-01,92A,1144,66454.0,237349.0,0.27998432687729885
2015-08-01,03A,137,8189.0,29288.0,0.27960256760447966
2017-04-01,03J,119,7008.0,25075.0,0.279481555333998
2014-05-01,99M,229,13300.0,47602.0,0.27940002520902485
2015-03-01,92A,1121,66293.0,237326.0,0.27933306928023055
2015-02-01,02T,114,6522.0,23357.0,0.279231065633429
2014-05-01,06N,347,20619.0,73846.0,0.2792162067004306
2017-01-01,05X,137,7834.0,28063.0,0.27915760966397035
2015-04-01,03A,146,8657.0,31012.0,0.2791500064491165
2014-09-01,03A,155,9006.0,32264.0,0.2791346392263823
2016-12-01,05X,143,8394.0,30072.0,0.27913008778930565
2014-09-01,92A,1123,66304.0,237549.0,0.2791171505668304
2014-06-01,10V,167,9864.0,35379.0,0.2788094632409056
2014-08-01,99M,218,12687.0,45505.0,0.2788045269750577
2017-07-01,03J,122,7244.0,25984.0,0.2787869458128079
2016-01-01,05X,132,7854.0,28184.0,0.2786687482259438
2016-05-01,03J,124,7238.0,25996.0,0.2784274503769811
2014-11-01,02T,110,6118.0,21998.0,0.27811619238112556
2017-07-01,02T,107,6314.0,22703.0,0.2781130247103907
2014-06-01,03A,149,8679.0,31216.0,0.27803049718093287
2014-07-01,26A,1715,99071.0,356559.0,0.2778530341402124
2017-02-01,10V,159,9410.0,33876.0,0.2777777777777778
2016-10-01,10V,168,10100.0,36361.0,0.2777701383350293
2016-05-01,10V,175,10148.0,36543.0,0.27770024354869605
2014-02-01,09D,268,16009.0,57652.0,0.2776833414278776
2014-03-01,05C,300,18083.0,65174.0,0.2774572682357995
2016-09-01,10V,179,10540.0,37994.0,0.2774122229825762
2014-05-01,15D,353,20499.0,73950.0,0.27720081135902636
2017-08-01,10C,81,4585.0,16560.0,0.2768719806763285
2015-11-01,10V,188,10974.0,39642.0,0.2768276070833964
2016-09-01,05X,137,7820.0,28284.0,0.27648140291330786
2014-11-01,10V,174,10041.0,36358.0,0.2761703063974916
2017-03-01,10V,183,10970.0,39752.0,0.2759609579392232
2014-01-01,09D,314,18526.0,67162.0,0.2758405050474971
2015-01-01,03A,151,8895.0,32250.0,0.27581395348837207
2014-06-01,99M,220,12894.0,46765.0,0.27571902063509035
2017-02-01,10C,79,4512.0,16365.0,0.27571035747021083
2017-06-01,10C,88,5135.0,18629.0,0.2756454989532449
2014-06-01,05C,282,17304.0,62794.0,0.2755677294008982
2014-03-01,10V,178,10446.0,37933.0,0.27538027574934754
2014-04-01,26A,1636,94822.0,344334.0,0.27537797603489633
2015-08-01,08N,179,10630.0,38616.0,0.27527449761756784
2014-02-01,26A,1603,92335.0,335470.0,0.27524070706769604
2014-02-01,02G,88,5364.0,19490.0,0.27521806054386866
2015-01-01,10V,186,10836.0,39421.0,0.2748788716673854
2016-10-01,05X,136,7933.0,28865.0,0.27483111034124375
2016-09-01,08N,185,10900.0,39665.0,0.27480146224631286
2014-10-01,10V,195,11681.0,42512.0,0.27476947685359426
2015-04-01,92A,1063,62318.0,226855.0,0.2747041061470984
2016-07-01,08N,180,10638.0,38726.0,0.2746991685172752
2015-08-01,02T,107,6185.0,22517.0,0.2746813518674779
2015-09-01,10V,190,11240.0,40926.0,0.2746420368469921
2014-02-01,99M,210,12460.0,45415.0,0.274358692062094
2014-05-01,09D,295,17434.0,63548.0,0.27434380310946055
2014-06-01,26A,1561,90617.0,330404.0,0.27426120749143473
2015-11-01,92A,1103,64322.0,234538.0,0.2742498017378847
2015-07-01,03A,151,8723.0,31810.0,0.27422194278528766
2014-08-01,26A,1596,92388.0,336987.0,0.2741589438168238
2014-03-01,26A,1654,95950.0,350102.0,0.27406298735796997
2014-03-01,10X,182,10757.0,39261.0,0.27398690812765847
2015-03-01,99M,256,15113.0,55168.0,0.27394504060324826
2015-07-01,02T,114,6498.0,23750.0,0.2736
2018-05-01,03J,118,7122.0,26043.0,0.27347079829512727
2017-11-01,03J,128,7627.0,27894.0,0.2734279773427977
2017-05-01,03J,129,7632.0,27942.0,0.27313721279793857
2015-03-01,10V,186,10963.0,40150.0,0.2730510585305106
2014-06-01,09D,278,16393.0,60078.0,0.27286194613668896
2015-10-01,08N,194,11574.0,42454.0,0.2726244876807839
2015-09-01,03A,150,8818.0,32348.0,0.27259799678496355
2014-04-01,07W,180,10511.0,38565.0,0.272552832879554
2015-05-01,99M,220,12952.0,47582.0,0.27220377453658945
2017-06-01,10V,177,10668.0,39197.0,0.27216368599637725
2014-08-01,07T,113,6881.0,25285.0,0.2721376310065256
2014-05-01,05C,301,17946.0,65956.0,0.27209048456546786
2015-04-01,26A,1651,94573.0,347774.0,0.2719380977301351
2017-09-01,10C,86,4882.0,17954.0,0.27191712153280606
2014-07-01,09D,285,16911.0,62260.0,0.27161901702537744
2015-04-01,08N,184,11404.0,41992.0,0.27157553819775193
2014-09-01,26A,1637,94240.0,347099.0,0.27150755260026677
2015-10-01,02T,112,6472.0,23839.0,0.2714878979822979
2017-12-01,10C,82,4741.0,17466.0,0.27144165807855264
2015-08-01,92A,997,58977.0,217276.0,0.2714381708057954
2014-03-01,07K,265,15962.0,58815.0,0.2713933520360452
2015-10-01,92A,1116,65415.0,241037.0,0.2713898696050814
2016-06-01,92A,1055,61656.0,227238.0,0.2713278588968394
2014-01-01,26A,1740,100315.0,369932.0,0.27117145853832597
2014-11-01,09A,149,8894.0,32813.0,0.2710511077926432
2015-03-01,03A,150,9012.0,33249.0,0.27104574573671386
2014-12-01,26A,1747,100932.0,372773.0,0.27075995310819184
2016-07-01,10V,169,9826.0,36304.0,0.2706588805641252
2014-12-01,99M,239,13953.0,51582.0,0.2705013376759335
2017-11-01,10C,85,4837.0,17889.0,0.2703896249091621
2015-01-01,02T,117,6640.0,24566.0,0.27029227387446064
2014-05-01,10K,146,8368.0,30967.0,0.27022314076274745
2015-05-01,08N,175,10668.0,39489.0,0.27015118134163946
2015-11-01,02T,110,6256.0,23158.0,0.27014422661715176
2015-06-01,92A,1059,62444.0,231292.0,0.26997907407087146
2015-07-01,10V,184,10848.0,40213.0,0.26976350931290877
2018-07-01,11A,439,25373.0,94091.0,0.26966447375413166
2015-01-01,92A,1123,66492.0,246633.0,0.269598958776806
2014-01-01,02T,129,7578.0,28118.0,0.2695070773170211
2016-05-01,03A,139,8262.0,30658.0,0.269489203470546
2018-05-01,10C,81,4578.0,16994.0,0.2693891961868895
2017-12-01,09A,133,7956.0,29551.0,0.26922946769990863
2016-12-01,08N,177,10434.0,38761.0,0.26918810144217126
2014-07-01,07T,131,7831.0,29103.0,0.26907878912826855
2014-04-01,15D,336,19468.0,72356.0,0.2690585438664382
2015-03-01,08N,187,11106.0,41278.0,0.2690537332235089
2014-03-01,06L,387,22452.0,83460.0,0.2690150970524802
2017-12-01,10V,169,10147.0,37737.0,0.2688872989373824
2015-06-01,08N,183,10774.0,40120.0,0.2685443668993021
2014-05-01,10X,182,10762.0,40085.0,0.26847948110265685
2014-11-01,26A,1560,89242.0,332520.0,0.2683808492722242
2015-04-01,03J,134,7737.0,28829.0,0.2683755940199105
2014-10-01,99M,238,13705.0,51069.0,0.26836241163915486
2015-02-01,26A,1502,87144.0,324786.0,0.268312057785742
2015-12-01,02T,118,6694.0,24974.0,0.26803876031072316
2014-03-01,08Y,163,9993.0,37289.0,0.26798787846281746
2015-02-01,08N,177,10792.0,40275.0,0.26795779019242705
2014-07-01,05R,329,19492.0,72756.0,0.26790917587552915
2016-08-01,92A,1032,59913.0,223746.0,0.26777238475771636
2016-04-01,02T,119,6874.0,25685.0,0.2676270196612809
2015-09-01,92A,1043,60957.0,227801.0,0.26758881655480005
2016-03-01,03J,127,7328.0,27403.0,0.26741597635295405
2016-05-01,92A,1015,59075.0,220924.0,0.2673996487479857
2016-09-01,02T,113,6470.0,24198.0,0.2673774692123316
2017-04-01,10V,154,9212.0,34490.0,0.26709191069875327
2016-11-01,05X,132,7819.0,29289.0,0.2669602922598928
2014-05-01,05N,335,19444.0,72875.0,0.2668130360205832
2016-04-01,10V,180,10584.0,39671.0,0.26679438380681103
2014-06-01,01H,316,17728.0,66465.0,0.26672684871737007
2015-12-01,08N,194,11600.0,43517.0,0.2665624928188984
2016-06-01,03J,119,7139.0,26787.0,0.26650987419270544
2017-06-01,92A,1002,58123.0,218142.0,0.2664457096753491
2018-09-01,03J,106,6456.0,24233.0,0.2664135682746668
2014-07-01,05C,309,18276.0,68608.0,0.26638292910447764
2017-01-01,10V,170,9976.0,37454.0,0.2663533934960218
2015-06-01,26A,1606,91733.0,344525.0,0.2662593425731079
2016-03-01,02T,107,6000.0,22536.0,0.26624068157614483
2014-03-01,01H,340,19303.0,72510.0,0.26621155702661703
2017-06-01,05X,126,7350.0,27615.0,0.2661596958174905
2014-06-01,10X,166,9570.0,35963.0,0.2661068320218002
2016-02-01,02T,105,5972.0,22457.0,0.2659304448501581
2016-11-01,92A,1050,61093.0,229840.0,0.2658066481030282
2015-03-01,09A,146,8888.0,33441.0,0.2657815256720792
2016-08-01,11A,474,27248.0,102526.0,0.2657667323410647
2014-06-01,10K,135,7718.0,29044.0,0.26573474727998897
2018-07-01,10C,71,4218.0,15873.0,0.26573426573426573
2014-08-01,01H,294,16758.0,63077.0,0.2656752857618466
2014-07-01,11M,874,50730.0,190964.0,0.265652164805932
2014-02-01,15D,323,18459.0,69497.0,0.26560858742103977
2016-11-01,02T,109,6464.0,24338.0,0.26559289999178237
2014-01-01,05C,300,18276.0,68820.0,0.2655623365300785
2014-04-01,02G,93,5476.0,20634.0,0.2653872249684986
2016-08-01,02T,111,6550.0,24695.0,0.2652358777080381
2015-05-01,26A,1523,87059.0,328274.0,0.2652022395925355
2014-03-01,14Y,352,20166.0,76043.0,0.26519206238575543
2015-07-01,26A,1608,92395.0,348542.0,0.2650900035002955
2014-09-01,10X,182,10969.0,41379.0,0.26508615481282777
2015-03-01,02T,120,6715.0,25338.0,0.2650169705580551
2020-04-01,03J,113,6454.0,24355.0,0.264996920550195
2014-07-01,06N,342,19661.0,74201.0,0.2649694748049218
2018-12-01,11A,444,25609.0,96674.0,0.26490059374806046
2015-10-01,11A,501,29083.0,109824.0,0.26481461247086246
2014-07-01,10K,145,8242.0,31139.0,0.2646841581296766
2018-12-01,10V,161,9627.0,36378.0,0.26463796800263895
2015-08-01,26A,1525,87570.0,330927.0,0.2646202939016762
2016-06-01,08N,175,10488.0,39643.0,0.2645612087884368
2018-03-01,03J,116,6813.0,25763.0,0.2644490160307418
2016-03-01,92A,1039,60692.0,229527.0,0.2644220505648573
2016-10-01,08N,170,10078.0,38122.0,0.26436178584544356
2017-05-01,92A,1008,58774.0,222445.0,0.2642181213333633
2018-01-01,03J,124,7224.0,27351.0,0.26412196994625425
2016-07-01,92A,1029,60070.0,227524.0,0.26401610379564355
2019-04-01,11A,409,23927.0,90647.0,0.2639579908877293
2015-11-01,03A,134,7936.0,30085.0,0.2637859398371281
2016-03-01,10V,173,10342.0,39220.0,0.2636919938806731
2015-10-01,10V,175,10472.0,39718.0,0.2636587945012337
2014-04-01,11M,853,49171.0,186498.0,0.2636543019228088
2014-05-01,01H,329,18916.0,71785.0,0.263509089642683
2014-01-01,05R,354,20583.0,78180.0,0.26327705295471987
2014-07-01,99M,220,12683.0,48176.0,0.2632638658253072
2014-06-01,15D,314,18481.0,70222.0,0.2631796303152858
2016-08-01,03J,120,7091.0,26952.0,0.26309735826654795
2015-07-01,09A,146,8694.0,33049.0,0.263063935368695
2015-12-01,92A,1121,65939.0,250668.0,0.2630531220578614
2017-03-01,02T,118,6834.0,25987.0,0.2629776426674876
2015-01-01,26A,1633,93640.0,356127.0,0.2629399062693927
2014-01-01,06N,353,20508.0,78030.0,0.2628219915417147
2014-01-01,10R,152,8971.0,34135.0,0.2628094331331478
2014-05-01,11M,841,48954.0,186273.0,0.2628078143370215
2016-01-01,03J,125,7196.0,27388.0,0.2627428070687893
2017-03-01,92A,1075,62541.0,238043.0,0.2627298429275383
2014-07-01,10X,183,10705.0,40758.0,0.26264782374012463
2016-09-01,92A,1037,60427.0,230077.0,0.2626381602680842
2016-05-01,08N,175,10360.0,39465.0,0.2625110857722032
2014-10-01,26A,1667,96199.0,366478.0,0.26249597520178564
2014-08-01,06N,322,18860.0,71866.0,0.26243286115826675
2014-03-01,18C,758,43980.0,167598.0,0.2624136326209143
2015-02-01,03A,136,7646.0,29139.0,0.26239747417550363
2014-02-01,05R,291,17014.0,64843.0,0.2623876131579353
2014-04-01,07T,119,7348.0,28010.0,0.2623348803998572
2017-05-01,02T,107,6234.0,23768.0,0.2622854257825648
2018-05-01,11A,442,25510.0,97287.0,0.26221386207818104
2014-03-01,09D,267,15932.0,60767.0,0.2621817762930538
2016-06-01,09A,140,8454.0,32245.0,0.2621801829741045
2017-10-01,11A,458,26434.0,100859.0,0.26208865842413664
2014-09-01,15D,319,18458.0,70496.0,0.26183045846572855
2016-07-01,02T,108,6250.0,23878.0,0.2617472150096323
2014-04-01,06L,387,22233.0,84967.0,0.2616662939729542
2014-01-01,10J,223,13305.0,50864.0,0.2615798993394149
2017-08-01,05X,124,7156.0,27369.0,0.26146369980635026
2015-06-01,10V,168,9772.0,37375.0,0.2614581939799331
2015-12-01,10V,187,11050.0,42270.0,0.2614147149278448
2016-01-01,92A,1071,61985.0,237133.0,0.2613933952676346
2015-09-01,06L,333,19478.0,74538.0,0.26131637553999304
2014-07-01,10J,203,11940.0,45695.0,0.26129773498194553
2015-04-01,02T,105,6036.0,23107.0,0.26121954386116764
2014-08-01,08N,164,10040.0,38451.0,0.26111154456321034
2018-02-01,11A,418,24245.0,92855.0,0.2611060255236659
2014-02-01,14Y,321,18725.0,71716.0,0.26109933627084614
2016-02-01,92A,1019,59684.0,228611.0,0.2610723018577409
2014-08-01,09D,262,15249.0,58419.0,0.2610280901761413
2014-11-01,99M,206,11910.0,45631.0,0.2610067717122132
2019-10-01,03J,115,6738.0,25821.0,0.2609503892180783
2014-06-01,11M,804,46404.0,177850.0,0.26091650267079
2016-12-01,92A,1063,62376.0,239076.0,0.2609044822566883
2014-01-01,10K,151,8591.0,32931.0,0.2608788072029395
2014-04-01,09D,267,15802.0,60601.0,0.2607547730235475
2014-05-01,07T,125,7600.0,29148.0,0.26073830108412244
2016-03-01,09A,146,8568.0,32873.0,0.260639430535698
2015-06-01,01H,244,13623.0,52271.0,0.2606225249182147
2018-05-01,10V,160,9215.0,35361.0,0.26059783377166934
2014-05-01,08Y,158,9517.0,36532.0,0.26051133253038433
2016-06-01,10V,165,9722.0,37323.0,0.26048281220695013
2016-11-01,08N,173,10358.0,39769.0,0.2604541225577711
2014-11-01,08N,174,10844.0,41635.0,0.2604539449981986
2014-08-01,09A,143,8396.0,32245.0,0.2603814544890681
2015-03-01,26A,1587,90408.0,347224.0,0.26037370688662076
2018-07-01,03J,109,6560.0,25198.0,0.2603381220731804
2014-02-01,05C,271,15944.0,61279.0,0.26018701349565104
2017-11-01,11A,464,27045.0,103964.0,0.26013812473548537
2016-10-01,92A,1004,58142.0,223539.0,0.26009779054214255
2017-06-01,02T,107,6188.0,23797.0,0.2600327772408287
2016-03-01,11A,488,28103.0,108086.0,0.2600059212108876
2014-11-01,05C,273,16336.0,62872.0,0.2598294948466726
2017-08-01,11A,462,26450.0,101839.0,0.25972368149726527
2017-10-01,92A,974,56168.0,216276.0,0.25970519151454624
2014-03-01,05R,316,18278.0,70386.0,0.2596823231892706
2014-04-01,01H,338,18895.0,72763.0,0.25967868284705137
2017-05-01,10V,158,9212.0,35477.0,0.2596611889393128
2017-09-01,10V,165,9728.0,37478.0,0.25956561182560434
2016-05-01,11A,463,26847.0,103432.0,0.25956183772913605
