month,bnf_name,bnf_code,total_items,total_cost
2016-04-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,905,60936.70078999994
2016-04-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,673,42019.3966399999
2016-04-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,13,1000.66564
2016-04-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,8,700.93546
2016-04-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,27,1857.43165
2016-05-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,497,38761.292349999945
2016-05-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,21,1390.33194
2016-05-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,26,1652.60018
2016-05-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,656,41594.39861000003
2016-05-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,5,290.83044
2016-05-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,16,1211.40453
2016-05-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,16,1091.86229
2016-05-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,942,64033.94813999992
2016-05-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,19,1136.37829
2016-05-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,771,48976.255189999974
2016-05-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,975,57499.58977000005
2016-05-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,10,718.93397
2016-05-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,462,36336.385519999945
2016-05-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,15,1385.87675
2016-06-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,913,60749.78115999993
2016-06-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,461,37316.49107000002
2016-06-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,13,1155.97902
2016-06-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,34,2205.82856
2016-06-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,21,1335.0938700000002
2016-06-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,992,58716.79442000018
2016-06-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,11,611.41883
2016-06-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,10,661.9978000000001
2016-06-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,39,2051.47147
2016-06-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,24,1374.29175
2016-06-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,26,2085.66793
2016-06-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,792,52382.22271999995
2016-06-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,725,45174.752500000104
2016-06-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,491,39331.97133000003
2016-06-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,51,3848.0078499999995
2016-07-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,53,3062.18909
2016-07-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,921,60982.42434999996
2016-07-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,20,1706.46249
2016-07-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,39,2265.95745
2016-07-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,30,2034.2808800000003
2016-07-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,16,1097.39478
2016-07-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,38,2677.6631500000003
2016-07-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,66,4477.53161
2016-07-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,479,38225.41571000001
2016-07-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,753,48609.20968999997
2016-07-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,31,1746.90156
2016-07-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,987,59269.15694999999
2016-07-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,32,2037.5237499999996
2016-07-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,498,39786.18591000002
2016-07-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,670,42091.39036999998
2016-08-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,862,58126.156999999876
2016-08-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,872,50951.31037000002
2016-08-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,457,36568.02109000002
2016-08-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,708,47101.46097999992
2016-08-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,643,39740.61087000003
2016-08-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,18,1253.8890000000001
2016-08-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,27,1843.3382299999998
2016-08-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,54,4097.85017
2016-08-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,471,37895.199120000005
2016-08-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,87,5538.81617
2016-08-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,19,1149.08498
2016-08-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,78,4645.487139999999
2016-08-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,43,2692.4631
2016-08-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,44,2487.6057499999997
2016-08-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,15,1232.84059
2016-09-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,75,5307.39788
2016-09-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,31,2228.30472
2016-09-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,20,1777.1389299999998
2016-09-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,785,51779.17071000009
2016-09-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,33,2165.0302599999995
2016-09-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,40,2349.0717799999998
2016-09-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,519,40615.808120000045
2016-09-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,71,3979.6785699999996
2016-09-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,726,44284.245399999934
2016-09-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1066,62831.33304999986
2016-09-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,1017,68315.44730000015
2016-09-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,92,5022.485239999998
2016-09-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,537,44116.782760000046
2016-09-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,113,7656.842260000001
2016-09-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,60,3418.974999999999
2016-10-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,136,8546.76619
2016-10-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,33,2290.89034
2016-10-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,77,6025.920139999999
2016-10-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,124,6602.661280000001
2016-10-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,934,60991.64971999988
2016-10-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1012,58173.19086999999
2016-10-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,746,49203.75565999994
2016-10-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,493,39146.614639999985
2016-10-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,23,1872.5605299999997
2016-10-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,38,2679.86066
2016-10-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,79,4750.55954
2016-10-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,74,4194.131179999999
2016-10-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,682,41581.22106999993
2016-10-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,527,42369.16399999999
2016-10-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,30,1800.7636
2016-11-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,29,1890.85225
2016-11-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,85,5214.596919999998
2016-11-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1080,63565.14072000006
2016-11-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,752,46307.85941
2016-11-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,176,10721.918469999999
2016-11-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,580,46816.7511799999
2016-11-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,999,65759.74719000007
2016-11-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,131,7332.2605399999975
2016-11-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,25,2105.3454
2016-11-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,523,42028.927979999906
2016-11-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,40,2328.08451
2016-11-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,93,6669.4998300000025
2016-11-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,58,4161.84952
2016-11-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,759,50648.72995000003
2016-11-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,99,6125.68352
2016-12-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1092,64530.139709999974
2016-12-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,104,7473.207939999999
2016-12-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,26,1969.1602300000002
2016-12-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,77,5315.727650000002
2016-12-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,576,45732.49280000003
2016-12-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,795,53571.7030600001
2016-12-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,124,7681.990640000003
2016-12-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,99,5668.303130000001
2016-12-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,32,1999.13894
2016-12-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,37,2604.1108200000003
2016-12-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,216,13523.002780000003
2016-12-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,588,45589.81752000004
2016-12-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,160,8483.541270000002
2016-12-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,1045,69243.76324000013
2016-12-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,717,43656.47059000002
2017-01-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,71,4816.42146
2017-01-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,117,8895.16015
2017-01-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,130,7657.580960000001
2017-01-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,228,14149.250570000011
2017-01-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,44,2988.4013999999997
2017-01-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,773,50966.988870000096
2017-01-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,111,6013.515210000002
2017-01-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,574,45483.04566
2017-01-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,170,9709.478340000005
2017-01-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,952,62128.34217000016
2017-01-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1090,64367.0471200001
2017-01-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,560,43375.44577000002
2017-01-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,33,2741.97722
2017-01-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,729,44176.575650000035
2017-01-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,35,2128.8139499999997
2017-02-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,180,9847.831600000003
2017-02-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,949,62460.34273999986
2017-02-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,34,1929.2838100000001
2017-02-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,246,16025.750999999991
2017-02-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,29,1917.59832
2017-02-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,28,2261.2582500000003
2017-02-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,115,6211.505130000003
2017-02-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,737,48185.0325899999
2017-02-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,693,41938.85587999997
2017-02-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,127,9669.225359999997
2017-02-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,139,8823.665
2017-02-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,520,40428.52167999999
2017-02-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,989,58324.5722400001
2017-02-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,86,6125.747989999999
2017-02-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,549,43816.44844000001
2017-03-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,284,17378.89185000001
2017-03-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,622,47763.615400000046
2017-03-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,125,7073.737520000003
2017-03-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,192,11496.605860000003
2017-03-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,239,12824.248950000005
2017-03-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,1079,71514.69553000022
2017-03-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,112,7985.281590000002
2017-03-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1220,71163.27946999998
2017-03-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,158,11585.600629999999
2017-03-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,776,46192.143449999945
2017-03-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,910,59722.84033000018
2017-03-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,47,3817.3894200000004
2017-03-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,650,51826.10299000005
2017-03-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,57,2821.74581
2017-03-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,53,3541.1849
2017-04-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,38,2913.5554700000002
2017-04-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,45,2330.5626700000003
2017-04-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,43,2861.90876
2017-04-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,99,7034.957640000004
2017-04-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,718,42173.265690000095
2017-04-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,768,50249.30393999994
2017-04-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,968,63066.52936999993
2017-04-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,189,11636.046240000007
2017-04-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,579,45170.11567000005
2017-04-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,280,17470.980430000018
2017-04-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,134,7032.8247999999985
2017-04-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,202,11043.229769999994
2017-04-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,590,47119.09290000005
2017-04-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1005,58551.153470000194
2017-04-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,142,10278.701130000009
2017-05-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,754,43880.04711000008
2017-05-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,192,14060.981969999995
2017-05-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,246,15041.62325
2017-05-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,630,48549.353080000044
2017-05-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1154,67091.06302000016
2017-05-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,63,3492.52494
2017-05-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,1038,67951.45791000004
2017-05-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,261,14264.185900000008
2017-05-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,114,8021.470869999998
2017-05-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,53,3538.5414299999993
2017-05-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,360,21960.14329
2017-05-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,35,3009.6943600000004
2017-05-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,154,9267.914680000004
2017-05-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,850,56086.93257999999
2017-05-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,640,50917.11116000004
2017-06-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,250,14630.259860000011
2017-06-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,44,3704.7247899999998
2017-06-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,921,59611.888569999996
2017-06-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,203,14784.68851000001
2017-06-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,632,49803.851010000064
2017-06-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1186,69803.48065999983
2017-06-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,638,50298.66405000007
2017-06-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,131,8943.114290000005
2017-06-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,72,4825.573689999999
2017-06-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,232,12751.399369999996
2017-06-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,1058,69343.65595000001
2017-06-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,815,47857.903349999906
2017-06-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,180,9401.262499999995
2017-06-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,55,3083.08486
2017-06-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,351,21466.666520000017
2017-07-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,660,50805.94578000007
2017-07-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,138,9482.464950000001
2017-07-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,381,24081.521040000007
2017-07-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,1004,65413.05176999993
2017-07-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,190,11053.529120000003
2017-07-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,220,16461.13452000002
2017-07-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,64,4052.238950000001
2017-07-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,615,50068.86170000008
2017-07-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,260,15048.892610000003
2017-07-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,753,45185.11474999995
2017-07-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,871,56668.924309999915
2017-07-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,48,2676.4650900000006
2017-07-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,44,3858.8261500000003
2017-07-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,251,15054.490290000002
2017-07-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1120,65239.324399999976
2017-08-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,70,4315.769050000001
2017-08-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,66,3662.69467
2017-08-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,338,20895.423330000016
2017-08-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,588,46887.825070000035
2017-08-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,45,3775.01952
2017-08-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,200,14385.027160000005
2017-08-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,258,15142.605760000011
2017-08-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,957,63424.78023000005
2017-08-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,867,56010.05662000003
2017-08-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,631,48631.712260000044
2017-08-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,230,12542.97275
2017-08-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,170,9493.866660000003
2017-08-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,134,9503.09694
2017-08-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,761,43805.6171
2017-08-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1050,60469.01114
2017-09-01 00:00:00+00:00,Elvanse Adult 50mg capsules,0404000U0BDABAD,68,4339.74468
2017-09-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,434,27051.613550000002
2017-09-01 00:00:00+00:00,Elvanse 60mg capsules,0404000U0BCAFAE,219,16209.197229999998
2017-09-01 00:00:00+00:00,Elvanse 30mg capsules,0404000U0BCAAAB,1131,65968.07335000011
2017-09-01 00:00:00+00:00,Lisdexamfetamine 40mg capsules,0404000U0AAACAC,299,17423.705590000005
2017-09-01 00:00:00+00:00,Elvanse 70mg capsules,0404000U0BCABAF,638,51129.18533000014
2017-09-01 00:00:00+00:00,Lisdexamfetamine 70mg capsules,0404000U0AAAFAF,649,50669.11025000014
2017-09-01 00:00:00+00:00,Lisdexamfetamine 50mg capsules,0404000U0AAADAD,857,56427.467270000045
2017-09-01 00:00:00+00:00,Lisdexamfetamine 30mg capsules,0404000U0AAABAB,799,45805.336290000094
2017-09-01 00:00:00+00:00,Lisdexamfetamine 60mg capsules,0404000U0AAAEAE,152,10704.921899999998
2017-09-01 00:00:00+00:00,Elvanse Adult 30mg capsules,0404000U0BDAAAB,59,3417.56579
2017-09-01 00:00:00+00:00,Elvanse Adult 70mg capsules,0404000U0BDACAF,48,3874.3608199999994
2017-09-01 00:00:00+00:00,Elvanse 50mg capsules,0404000U0BCACAD,1022,67218.8314100001
2017-09-01 00:00:00+00:00,Lisdexamfetamine 20mg capsules,0404000U0AAAAAA,204,12229.086359999996
2017-09-01 00:00:00+00:00,Elvanse 20mg capsules,0404000U0BCADAA,277,15507.97688999999
2017-10-01 00:00:00+00:00,Elvanse 40mg capsules,0404000U0BCAEAC,425,25979.773039999996
